-98.0932,-15.4546,-165.4282,0.000832
-99.8133,-15.4587,-165.4297,0.001563
-101.7257,-15.4636,-165.4309,0.002368
-103.4481,-15.4687,-165.4314,0.003096
-105.1716,-15.4739,-165.4315,0.003825
-106.8961,-15.4792,-165.4312,0.004549
-108.6217,-15.4845,-165.4305,0.005274
-110.3485,-15.4893,-165.4294,0.006010
-112.0763,-15.4939,-165.4279,0.006740
-113.9974,-15.4989,-165.4257,0.007554
-115.7275,-15.5030,-165.4234,0.008287
-117.4586,-15.5072,-165.4203,0.009019
-119.3833,-15.5112,-165.4170,0.009830
-121.1163,-15.5148,-165.4137,0.010564
-122.8509,-15.5186,-165.4096,0.011305
-124.5863,-15.5221,-165.4056,0.012034
-126.3226,-15.5261,-165.4011,0.012775
-128.0601,-15.5302,-165.3964,0.013508
-129.7985,-15.5344,-165.3913,0.014247
-131.5380,-15.5387,-165.3858,0.014984
-133.0851,-15.5426,-165.3807,0.015703
-135.0202,-15.5475,-165.3737,0.015790
-136.7628,-15.5519,-165.3671,0.017780
-138.5067,-15.5554,-165.3598,0.017873
-140.2514,-15.5585,-165.3525,0.018675
-141.9977,-15.5605,-165.3440,0.019412
-143.7445,-15.5609,-165.3362,0.020157
-145.4924,-15.5618,-165.3275,0.020895
-147.2415,-15.5622,-165.3198,0.021635
-148.9911,-15.5632,-165.3120,0.022371
-150.7422,-15.5663,-165.3046,0.023113
-152.6884,-15.5699,-165.2968,0.023939
-154.4405,-15.5749,-165.2899,0.024677
-156.3864,-15.5804,-165.2827,0.025502
-158.1359,-15.5861,-165.2767,0.026242
-159.8834,-15.5919,-165.2707,0.026980
-161.6287,-15.5981,-165.2654,0.027721
-163.3719,-15.6046,-165.2597,0.028462
-165.1129,-15.6113,-165.2548,0.029196
-166.8518,-15.6184,-165.2495,0.029933
-168.5888,-15.6253,-165.2447,0.030665
-170.5162,-15.6329,-165.2392,0.031480
-172.2488,-15.6396,-165.2345,0.032211
-173.9782,-15.6451,-165.2298,0.032952
-175.7030,-15.6506,-165.2252,0.033676
-177.6118,-15.6577,-165.2205,0.034491
-179.3220,-15.6644,-165.2160,0.035218
-181.0237,-15.6731,-165.2126,0.035938
-182.7171,-15.6833,-165.2081,0.036652
-184.4016,-15.6933,-165.2043,0.037367
-186.2630,-15.7040,-165.1991,0.038160
-187.9298,-15.7131,-165.1943,0.038853
-189.5870,-15.7182,-165.1893,0.039561
-191.2357,-15.7232,-165.1844,0.040255
-192.8761,-15.7274,-165.1792,0.040954
-194.6888,-15.7316,-165.1739,0.041723
-196.3109,-15.7366,-165.1696,0.042413
-197.9253,-15.7426,-165.1653,0.043095
-199.5314,-15.7485,-165.1616,0.043777
-201.3060,-15.7546,-165.1576,0.044527
-202.8940,-15.7601,-165.1546,0.045197
-204.4736,-15.7632,-165.1519,0.045870
-206.0432,-15.7656,-165.1496,0.046537
-207.7765,-15.7679,-165.1471,0.047271
-209.3262,-15.7694,-165.1451,0.047925
-210.8664,-15.7709,-165.1433,0.048584
-212.3972,-15.7733,-165.1413,0.049225
-213.9191,-15.7758,-165.1397,0.049881
-215.5989,-15.7791,-165.1382,0.050586
-217.1015,-15.7832,-165.1374,0.051226
-218.5949,-15.7872,-165.1373,0.051851
-220.0776,-15.7963,-165.1384,0.052480
-221.5511,-15.7995,-165.1391,0.053105
-223.0137,-15.8027,-165.1413,0.053724
-224.4672,-15.8082,-165.1443,0.054342
-226.0703,-15.8142,-165.1479,0.055019
-227.5032,-15.8187,-165.1512,0.055627
-228.9258,-15.8220,-165.1552,0.056229
-230.1823,-15.8248,-165.1589,0.056759
-231.5864,-15.8283,-165.1632,0.057352
-232.9809,-15.8319,-165.1679,0.057941
-234.3658,-15.8355,-165.1730,0.058528
-235.7407,-15.8407,-165.1786,0.059106
-237.1068,-15.8464,-165.1845,0.059688
-238.4634,-15.8520,-165.1909,0.060258
-239.9595,-15.8587,-165.1993,0.060892
-241.2960,-15.8647,-165.2074,0.061458
-242.6230,-15.8705,-165.2165,0.062027
-243.9404,-15.8759,-165.2262,0.062576
-245.2486,-15.8813,-165.2367,0.063134
-246.5479,-15.8864,-165.2486,0.063685
-247.8382,-15.8910,-165.2612,0.064228
-249.1196,-15.8956,-165.2749,0.064769
-250.5334,-15.9005,-165.2915,0.065364
-251.7961,-15.9042,-165.3076,0.065904
-253.1865,-15.9074,-165.3267,0.066480
-254.2903,-15.9097,-165.3420,0.066948
-255.5230,-15.9109,-165.3605,0.067473
-256.7467,-15.9125,-165.3790,0.067995
-258.0959,-15.9140,-165.4000,0.068564
-259.4354,-15.9171,-165.4207,0.069126
-260.5001,-15.9199,-165.4368,0.069585
-261.6910,-15.9232,-165.4545,0.070085
-262.8753,-15.9256,-165.4715,0.070585
-264.0527,-15.9276,-165.4881,0.071085
-265.2237,-15.9297,-165.5043,0.071579
-266.2594,-15.9319,-165.5181,0.072017
-267.4193,-15.9346,-165.5331,0.072509
-268.5736,-15.9373,-165.5475,0.073003
-269.7221,-15.9400,-165.5612,0.073493
-270.8651,-15.9434,-165.5741,0.073976
-271.8764,-15.9464,-165.5849,0.074409
-273.0086,-15.9497,-165.5961,0.074881
-274.0099,-15.9531,-165.6053,0.075307
-275.1312,-15.9571,-165.6148,0.075780
-276.2467,-15.9611,-165.6234,0.076257
-277.3562,-15.9652,-165.6310,0.076728
-278.3378,-15.9691,-165.6367,0.077148
-279.4366,-15.9734,-165.6422,0.077611
-280.5296,-15.9777,-165.6467,0.078067
-281.6168,-15.9822,-165.6500,0.078546
-282.6986,-15.9866,-165.6519,0.079000
-283.7747,-15.9909,-165.6528,0.079461
-284.7265,-15.9947,-165.6525,0.079865
-285.7920,-15.9995,-165.6509,0.080318
-286.7344,-16.0034,-165.6487,0.080723
-287.7892,-16.0078,-165.6450,0.081174
-288.8380,-16.0122,-165.6401,0.081621
-289.8811,-16.0172,-165.6337,0.082062
-290.8024,-16.0213,-165.6274,0.082464
-291.8319,-16.0258,-165.6192,0.082903
-292.7402,-16.0300,-165.6112,0.083295
-293.7552,-16.0348,-165.6006,0.083732
-294.7617,-16.0391,-165.5895,0.084165
