-97.4623,-15.4544,-177.2903,0.000539
-98.1597,-15.4574,-177.2966,0.000835
-98.8622,-15.4604,-177.3033,0.001132
-99.6487,-15.4638,-177.3111,0.001466
-100.3617,-15.4669,-177.3184,0.001767
-101.0798,-15.4700,-177.3259,0.002073
-101.8032,-15.4726,-177.3337,0.002377
-102.5313,-15.4751,-177.3415,0.002687
-103.2646,-15.4776,-177.3494,0.002996
-104.0030,-15.4801,-177.3574,0.003309
-104.7464,-15.4827,-177.3654,0.003625
-105.4116,-15.4849,-177.3725,0.003908
-106.1645,-15.4875,-177.3806,0.004226
-106.9223,-15.4900,-177.3886,0.004548
-107.6851,-15.4926,-177.3967,0.004870
-108.4528,-15.4952,-177.4047,0.005196
-109.2251,-15.4980,-177.4129,0.005523
-110.0026,-15.5013,-177.4209,0.005853
-110.7850,-15.5046,-177.4288,0.006183
-111.5723,-15.5080,-177.4367,0.006518
-112.3644,-15.5114,-177.4446,0.006853
-113.1616,-15.5147,-177.4521,0.007191
-113.9630,-15.5182,-177.4593,0.007530
-114.7697,-15.5219,-177.4670,0.007872
-115.5813,-15.5257,-177.4747,0.008215
-116.3977,-15.5294,-177.4822,0.008562
-117.1278,-15.5327,-177.4888,0.008871
-118.0449,-15.5365,-177.4964,0.009257
-118.8756,-15.5401,-177.5034,0.009610
-119.7111,-15.5436,-177.5101,0.009965
-120.5517,-15.5472,-177.5164,0.010319
-121.3977,-15.5504,-177.5220,0.010678
-122.2482,-15.5529,-177.5269,0.011039
-123.1035,-15.5555,-177.5308,0.011402
-123.9635,-15.5580,-177.5337,0.011765
-124.9248,-15.5608,-177.5359,0.012172
-125.7954,-15.5617,-177.5367,0.012540
-126.6691,-15.5624,-177.5370,0.012909
-127.5458,-15.5630,-177.5364,0.013280
-128.5229,-15.5637,-177.5349,0.013692
-129.4046,-15.5642,-177.5337,0.014067
-130.2882,-15.5645,-177.5308,0.014440
-131.1737,-15.5647,-177.5273,0.014816
-132.1600,-15.5649,-177.5226,0.015250
-133.1490,-15.5653,-177.5175,0.015714
-134.0426,-15.5667,-177.5122,0.015790
-135.9399,-15.5695,-177.5002,0.016829
-136.8440,-15.5708,-177.4943,0.017780
-138.6618,-15.5741,-177.4820,0.017906
-139.5754,-15.5759,-177.4758,0.018364
-140.5936,-15.5778,-177.4690,0.018806
-141.5128,-15.5793,-177.4634,0.019196
-142.5370,-15.5807,-177.4574,0.019628
-143.4617,-15.5820,-177.4523,0.020021
-144.3895,-15.5834,-177.4477,0.020416
-145.3205,-15.5857,-177.4439,0.020808
-146.3600,-15.5887,-177.4395,0.021250
-147.2997,-15.5914,-177.4357,0.021649
-148.2436,-15.5941,-177.4320,0.022048
-149.0851,-15.5973,-177.4274,0.022404
-150.0371,-15.6033,-177.4238,0.022808
-150.9935,-15.6093,-177.4202,0.023214
-151.9542,-15.6154,-177.4167,0.023621
-152.9191,-15.6213,-177.4129,0.024028
-153.7801,-15.6264,-177.4095,0.024394
-154.8597,-15.6328,-177.4051,0.024851
-155.7230,-15.6379,-177.4016,0.025216
-156.6952,-15.6419,-177.3965,0.025627
-157.6705,-15.6437,-177.3927,0.026039
-158.6518,-15.6455,-177.3890,0.026457
-159.5273,-15.6471,-177.3860,0.026827
-160.5164,-15.6491,-177.3834,0.027245
-161.3981,-15.6491,-177.3804,0.027621
-162.3933,-15.6491,-177.3768,0.028041
-163.2809,-15.6491,-177.3737,0.028418
-164.2825,-15.6492,-177.3703,0.028842
-165.1768,-15.6497,-177.3679,0.029220
-166.1861,-15.6500,-177.3648,0.029649
-167.1993,-15.6503,-177.3619,0.030079
-168.1028,-15.6506,-177.3594,0.030461
-169.1222,-15.6518,-177.3568,0.030892
-170.0316,-15.6529,-177.3548,0.031278
-171.0583,-15.6543,-177.3530,0.031713
-172.2031,-15.6559,-177.3516,0.032199
-173.2371,-15.6590,-177.3507,0.032636
-174.1597,-15.6618,-177.3502,0.033028
-175.2009,-15.6649,-177.3501,0.033470
-176.1293,-15.6678,-177.3505,0.033863
-177.1771,-15.6721,-177.3513,0.034307
-178.2290,-15.6764,-177.3525,0.034753
-179.1671,-15.6802,-177.3538,0.035149
-180.2261,-15.6845,-177.3556,0.035600
