-100.2976,-15.4647,-177.2442,0.001599
-102.2842,-15.4721,-177.2536,0.002446
-104.5989,-15.4797,-177.2644,0.003431
-106.7452,-15.4866,-177.2746,0.004345
-108.8883,-15.4936,-177.2849,0.005255
-111.0279,-15.5023,-177.2951,0.006166
-113.0002,-15.5103,-177.3040,0.007005
-115.2970,-15.5201,-177.3143,0.007980
-117.2631,-15.5286,-177.3236,0.008817
-119.3888,-15.5372,-177.3330,0.009724
-121.3488,-15.5451,-177.3422,0.010556
-123.4683,-15.5514,-177.3519,0.011457
-125.4225,-15.5562,-177.3604,0.012289
-127.5355,-15.5581,-177.3694,0.013187
-129.4831,-15.5601,-177.3778,0.014019
-131.5896,-15.5610,-177.3853,0.014913
-133.5307,-15.5627,-177.3915,0.015791
-135.7922,-15.5665,-177.3976,0.016724
-137.8884,-15.5705,-177.4022,0.017871
-139.8205,-15.5745,-177.4055,0.018383
-141.7497,-15.5782,-177.4081,0.019237
-143.5155,-15.5810,-177.4096,0.019988
-145.2783,-15.5847,-177.4110,0.020738
-147.1992,-15.5905,-177.4114,0.021553
-149.1159,-15.5970,-177.4100,0.022370
-151.0309,-15.6093,-177.4095,0.023184
-152.7839,-15.6204,-177.4092,0.023933
-154.6935,-15.6319,-177.4084,0.024747
-156.6015,-15.6420,-177.4061,0.025557
-158.3467,-15.6454,-177.4049,0.026298
-160.4063,-15.6495,-177.4038,0.027174
-162.1469,-15.6499,-177.4037,0.027913
-164.0424,-15.6500,-177.4027,0.028721
-165.9349,-15.6509,-177.4025,0.029526
-167.6673,-15.6516,-177.4020,0.030263
-169.5542,-15.6536,-177.4019,0.031068
-171.5955,-15.6564,-177.4020,0.031935
-173.4764,-15.6611,-177.4025,0.032738
-175.1987,-15.6664,-177.4030,0.033468
-177.0746,-15.6731,-177.4039,0.034268
-178.7922,-15.6800,-177.4048,0.034999
-180.5072,-15.6871,-177.4056,0.035729
-182.2202,-15.6947,-177.4069,0.036458
-183.9307,-15.7023,-177.4084,0.037186
-185.4842,-15.7078,-177.4099,0.037847
-187.3454,-15.7143,-177.4120,0.038641
-189.0499,-15.7175,-177.4139,0.039366
-190.7513,-15.7196,-177.4162,0.040090
-192.4505,-15.7218,-177.4191,0.040813
-194.1475,-15.7238,-177.4216,0.041534
-195.8415,-15.7264,-177.4238,0.042256
-197.3801,-15.7313,-177.4261,0.042911
-199.2240,-15.7372,-177.4293,0.043695
-201.0650,-15.7443,-177.4324,0.044479
-202.9036,-15.7514,-177.4357,0.045260
-204.5868,-15.7569,-177.4385,0.045977
-206.2675,-15.7622,-177.4418,0.046692
-207.9463,-15.7668,-177.4452,0.047407
-209.6226,-15.7707,-177.4490,0.048119
-211.2970,-15.7745,-177.4533,0.048833
-212.9689,-15.7767,-177.4573,0.049544
-214.6386,-15.7788,-177.4613,0.050254
-216.4575,-15.7812,-177.4658,0.051027
-218.2737,-15.7835,-177.4704,0.051800
-219.9361,-15.7868,-177.4751,0.052508
-221.5965,-15.7908,-177.4794,0.053214
-223.2546,-15.7951,-177.4842,0.053922
-224.9107,-15.8002,-177.4885,0.054626
-226.5644,-15.8053,-177.4928,0.055330
-228.2153,-15.8110,-177.4971,0.056031
-230.1617,-15.8178,-177.5024,0.056860
-231.8040,-15.8234,-177.5067,0.057559
-233.5900,-15.8294,-177.5111,0.058319
-235.3678,-15.8349,-177.5152,0.059075
-236.9902,-15.8393,-177.5186,0.059766
-238.7523,-15.8441,-177.5224,0.060514
-240.5062,-15.8488,-177.5250,0.061261
